path,kind,size,is_text,python_syntax_ok,contains_ellipsis_placeholders,json_ok,yaml_ok,routes_count
.DS_Store,config,6148,0,,0,,,0
.env.enhanced,other,1157,1,,0,,,0
.env.example,other,322,1,,0,,,0
.github/workflows/ci.yml,yaml,10962,1,,0,,True,0
.gitignore,config,252,1,,0,,,0
__init__.py,python,76,1,True,0,,,0
agent/__init__.py,python,71,1,True,0,,,0
agent/agent.py,python,3855,1,True,1,,,0
agents/aws_agent/__init__.py,python,75,1,True,0,,,0
agents/aws_agent/agent.py,python,21922,1,True,1,,,0
agents/aws_agent/requirements.txt,other,103,1,,0,,,0
agents/cross_platform/__init__.py,python,80,1,True,0,,,0
agents/cross_platform/agent.py,python,693,1,True,0,,,0
agents/kali_gateway/__init__.py,python,78,1,True,0,,,0
agents/kali_gateway/agent.py,python,693,1,True,0,,,0
agents/msf_agent/__init__.py,python,75,1,True,0,,,0
agents/msf_agent/agent.py,python,20382,1,True,1,,,0
agents/msf_agent/requirements.txt,other,53,1,,0,,,0
agents/network_agent/__init__.py,python,79,1,True,0,,,0
agents/network_agent/agent.py,python,4305,1,True,0,,,0
agents/nuclei_agent/__init__.py,python,78,1,True,0,,,0
agents/nuclei_agent/agent.py,python,3690,1,True,0,,,0
agents/semgrep_agent/__init__.py,python,79,1,True,0,,,0
agents/semgrep_agent/agent.py,python,7080,1,True,0,,,0
agents/zap_agent/__init__.py,python,75,1,True,0,,,0
agents/zap_agent/agent.py,python,15336,1,True,1,,,0
agents/zap_agent/Dockerfile,config,673,1,,0,,,0
agents/zap_agent/requirements.txt,other,229,1,,0,,,0
agents/zap_auth_agent/__init__.py,python,80,1,True,0,,,0
agents/zap_auth_agent/agent.py,python,4533,1,True,0,,,0
catalog/packs/pack_api_minimal.json,json,194,1,,0,True,,0
catalog/packs/pack_owasp_web_core.json,json,196,1,,0,True,,0
catalog/packs/pack_standard_network.json,json,252,1,,0,True,,0
catalog/tests/api_auth_fuzz.json,json,718,1,,0,True,,0
catalog/tests/api_schema_conformance.json,json,616,1,,0,True,,0
catalog/tests/cloud_cis_aws_foundation.json,json,669,1,,0,True,,0
catalog/tests/code_sast_java.json,json,716,1,,0,True,,0
catalog/tests/code_sast_javascript.json,json,640,1,,0,True,,0
catalog/tests/core.json,json,631,1,,0,True,,0
catalog/tests/mobile_static_analysis_apk.json,json,618,1,,0,True,,0
catalog/tests/network_discovery_ping_sweep.json,json,744,1,,0,True,,0
catalog/tests/network_enum_smb.json,json,641,1,,0,True,,0
catalog/tests/network_nmap_tcp_top_1000.json,json,1008,1,,0,True,,0
catalog/tests/network_nmap_udp_top_100.json,json,804,1,,0,True,,0
catalog/tests/web_crawling_dynamic.json,json,703,1,,0,True,,0
catalog/tests/web_owasp_top10_core.json,json,816,1,,0,True,,0
DEVELOPMENT_PLAN.md,markdown,6186,1,,0,,,0
docker-compose.yml,yaml,1548,1,,0,,True,0
docs/API.md,markdown,81,1,,0,,,0
infra/agent.aws.DockerFile,other,1063,1,,0,,,0
infra/agent.msf.dockerfile,other,1095,1,,0,,,0
infra/docker-compose.agents.enhanced.yml,yaml,1666,1,,0,,True,0
infra/docker-compose.opa.compat.yml,yaml,1068,1,,0,,True,0
infra/docker-compose.v2.yml,yaml,2131,1,,0,,True,0
infra/init.sql,other,791,1,,0,,,0
infra/orchestrator.Dockerfile,other,1732,1,,0,,,0
inventory.csv,other,70038,1,,0,,,0
ISSUES.md,markdown,2379,1,,0,,,0
Makefile.add,other,161,1,,0,,,0
orchestrator/.env.example,other,275,1,,0,,,0
orchestrator/__init__.py,python,362,1,True,0,,,0
orchestrator/agent_sdk/__init__.py,python,30,1,True,0,,,0
orchestrator/agent_sdk/base.py,python,5099,1,True,0,,,0
orchestrator/agent_sdk/http.py,python,2303,1,True,0,,,0
orchestrator/alembic.ci.ini,config,698,1,,0,,,0
orchestrator/alembic.ini,config,1984,1,,0,,,0
orchestrator/alembic/__init__.py,python,73,1,True,0,,,0
orchestrator/alembic/env.py,python,3449,1,True,0,,,0
orchestrator/alembic/env_ci.py,python,2456,1,True,1,,,0
orchestrator/alembic/README,config,19,1,,0,,,0
orchestrator/alembic/versions/0001_init.py,python,13838,1,True,0,,,0
orchestrator/alembic/versions/0002_quotas_approvals.py,python,3090,1,True,0,,,0
orchestrator/alembic/versions/0003_run_events.py,python,1393,1,True,0,,,0
orchestrator/alembic/versions/0004_findings_reporting.py,python,2627,1,True,0,,,0
orchestrator/alembic/versions/0005_agents_jobs.py,python,4666,1,True,0,,,0
orchestrator/alembic/versions/0006_brain_autoplan.py,python,2611,1,True,0,,,0
orchestrator/alembic/versions/0007_brain_v3_traces.py,python,1344,1,True,0,,,0
orchestrator/alembic/versions/0008_findings_enhanced.py,python,5013,1,True,0,,,0
orchestrator/alembic/versions/__init__.py,python,74,1,True,0,,,0
orchestrator/app.py,python,7445,1,True,1,,,0
orchestrator/auth.py,python,2953,1,True,0,,,0
orchestrator/bootstrap_extras.py,python,76,1,False,0,,,0
orchestrator/brain/__init__.py,python,68,1,True,0,,,0
orchestrator/brain/plan_engine.py,python,3382,1,True,0,,,0
orchestrator/brain/providers/__init__.py,python,50,1,True,0,,,0
orchestrator/brain/providers/anthropic.py,python,11958,1,True,0,,,0
orchestrator/brain/providers/base.py,python,592,1,True,0,,,0
orchestrator/brain/providers/heuristic.py,python,20466,1,True,0,,,0
orchestrator/brain/providers/openai_chat.py,python,7384,1,True,0,,,0
orchestrator/brain/templates/code.yaml,yaml,97,1,,0,,True,0
orchestrator/brain/templates/mobile.yaml,yaml,121,1,,0,,True,0
orchestrator/brain/templates/network_internal.yaml,yaml,368,1,,0,,True,0
orchestrator/brain/templates/web.yaml,yaml,353,1,,0,,True,0
orchestrator/catalog/packs/default_code_review.json,json,120,1,,0,True,,0
orchestrator/catalog/packs/default_external_minimum.json,json,199,1,,0,True,,0
orchestrator/catalog/packs/default_internal_network.json,json,199,1,,0,True,,0
orchestrator/catalog/packs/default_mobile_static.json,json,128,1,,0,True,,0
orchestrator/catalog/packs/default_network_minimum.json,json,165,1,,0,True,,0
orchestrator/catalog/packs/default_remote_kali_min.json,json,168,1,,0,True,,0
orchestrator/catalog/packs/default_web_active.json,json,154,1,,0,True,,0
orchestrator/catalog/packs/default_web_discovery.json,json,147,1,,0,True,,0
orchestrator/catalog/packs/default_web_minimum.json,json,116,1,,0,True,,0
orchestrator/catalog/packs/enhanced_packs.json,json,5049,1,,0,True,,0
orchestrator/catalog/packs/packs.json,json,8122,1,,0,True,,0
orchestrator/catalog/packs/packs.json.bak,other,8122,1,,0,,,0
orchestrator/catalog/tests/code_semgrep_default.json,json,463,1,,0,True,,0
orchestrator/catalog/tests/enhanced_tests.json,json,9935,1,,0,True,,0
orchestrator/catalog/tests/mobile_apk_static_default.json,json,473,1,,0,True,,0
orchestrator/catalog/tests/mobile_static_analysis_apk.json,json,335,1,,0,True,,0
orchestrator/catalog/tests/network_discovery_ping_sweep.json,json,409,1,,0,True,,0
orchestrator/catalog/tests/network_dnsx_resolve.json,json,410,1,,0,True,,0
orchestrator/catalog/tests/network_nmap_tcp_full.json,json,414,1,,0,True,,0
orchestrator/catalog/tests/network_nmap_tcp_top_1000.json,json,413,1,,0,True,,0
orchestrator/catalog/tests/network_nmap_udp_top_200.json,json,387,1,,0,True,,0
orchestrator/catalog/tests/remote_kali_nmap_tcp_top_1000.json,json,426,1,,0,True,,0
orchestrator/catalog/tests/remote_kali_run_tool.json,json,556,1,,0,True,,0
orchestrator/catalog/tests/tests.json,json,15458,1,,0,True,,0
orchestrator/catalog/tests/tests.json.bak,other,15458,1,,0,,,0
orchestrator/catalog/tests/web_httpx_probe.json,json,399,1,,0,True,,0
orchestrator/catalog/tests/web_nuclei_default.json,json,473,1,,0,True,,0
orchestrator/catalog/tests/web_owasp_top10_core.json,json,401,1,,0,True,,0
orchestrator/catalog/tests/web_zap_auth_full.json,json,785,1,,0,True,,0
orchestrator/catalog/tests/web_zap_baseline.json,json,518,1,,0,True,,0
orchestrator/config.py,python,1530,1,True,0,,,0
orchestrator/database.py,python,867,1,True,0,,,0
orchestrator/db.py,python,462,1,True,0,,,0
orchestrator/Dockerfile,config,423,1,,0,,,0
orchestrator/llm_controller.py,python,28417,1,True,1,,,0
orchestrator/logging_setup.py,python,246,1,True,0,,,0
orchestrator/models.py,python,3164,1,True,0,,,0
orchestrator/models/__init__.py,python,649,1,True,0,,,0
orchestrator/models/agent.py,python,2273,1,True,0,,,0
orchestrator/models/artifact.py,python,912,1,True,0,,,0
orchestrator/models/base.py,python,1019,1,True,0,,,0
orchestrator/models/engagement.py,python,1599,1,True,0,,,0
orchestrator/models/finding.py,python,5440,1,True,0,,,0
orchestrator/models/job.py,python,1511,1,True,0,,,0
orchestrator/models/plan.py,python,1873,1,True,0,,,0
orchestrator/models/report.py,python,1061,1,True,0,,,0
orchestrator/models/run.py,python,1520,1,True,0,,,0
orchestrator/models/tenant.py,python,788,1,True,0,,,0
orchestrator/models/user.py,python,1013,1,True,0,,,0
orchestrator/pyproject.toml,config,770,1,,0,,,0
orchestrator/report_templates/enhanced.html,frontend,3087,1,,0,,,0
orchestrator/report_templates/enhanced.md.j2,other,1374,1,,0,,,0
orchestrator/reports/render.py,python,2302,1,True,0,,,0
orchestrator/reports/taxonomy.py,python,4682,1,True,0,,,0
orchestrator/requirements-extra.txt,other,173,1,,0,,,0
orchestrator/requirements.txt,other,416,1,,0,,,0
orchestrator/routers/__init__.py,python,18,1,True,0,,,0
orchestrator/routers/app.py,python,39402,1,True,1,,,25
orchestrator/routers/findings_v2.py,python,20343,1,True,1,,,6
orchestrator/routers/ui_brain.py,python,813,1,True,0,,,1
orchestrator/routers/ui_builder.py,python,717,1,True,0,,,1
orchestrator/routers/ui_code.py,python,871,1,True,0,,,1
orchestrator/routers/ui_mobile.py,python,1815,1,True,1,,,2
orchestrator/routers/ui_pages.py,python,1496,1,True,0,,,4
orchestrator/routers/v2_agents_artifacts.py,python,2311,1,True,1,,,1
orchestrator/routers/v2_agents_bus.py,python,7202,1,True,0,,,7
orchestrator/routers/v2_agents_bus_lease2.py,python,2870,1,True,0,,,1
orchestrator/routers/v2_artifacts.py,python,4110,1,True,1,,,3
orchestrator/routers/v2_artifacts_downloads.py,python,2837,1,True,0,,,1
orchestrator/routers/v2_artifacts_index.py,python,2397,1,True,0,,,1
orchestrator/routers/v2_brain.py,python,3853,1,True,0,,,3
orchestrator/routers/v2_findings_reports.py,python,7359,1,True,1,,,6
orchestrator/routers/v2_listings.py,python,1530,1,True,0,,,1
orchestrator/routers/v2_quotas_approvals.py,python,4635,1,True,0,,,5
orchestrator/routers/v2_reports_bundle.py,python,6612,1,True,0,,,2
orchestrator/routers/v2_reports_enhanced.py,python,3113,1,True,0,,,4
orchestrator/routers/v3_brain.py,python,9802,1,True,0,,,5
orchestrator/routers/v3_brain_guarded.py,python,1666,1,True,1,,,2
orchestrator/Services/__init__.py,python,216,1,True,0,,,0
orchestrator/Services/agent_manager.py,python,2201,1,True,0,,,0
orchestrator/Services/report_generator.py,python,8876,1,True,0,,,0
orchestrator/Services/scheduler.py,python,8795,1,True,0,,,0
orchestrator/settings.py,python,422,1,True,0,,,0
orchestrator/templates/report.md.j2,other,1291,1,,0,,,0
orchestrator/templates/report_run.html.j2,other,877,1,,0,,,0
orchestrator/templates/report_run.md.j2,other,509,1,,0,,,0
orchestrator/tenancy.py,python,873,1,True,0,,,0
orchestrator/ui/static/app.css,frontend,823,1,,0,,,0
orchestrator/ui/static/app.js,frontend,4241,1,,0,,,0
orchestrator/ui/static/brain.js,frontend,1784,1,,0,,,0
orchestrator/ui/static/builder.css,frontend,724,1,,0,,,0
orchestrator/ui/static/builder.js,frontend,6699,1,,1,,,0
orchestrator/ui/static/code.js,frontend,2309,1,,0,,,0
orchestrator/ui/static/mobile.js,frontend,2777,1,,0,,,0
orchestrator/ui/templates/admin.html,frontend,987,1,,0,,,0
orchestrator/ui/templates/base.html,frontend,626,1,,0,,,0
orchestrator/ui/templates/brain_builder.html,frontend,1168,1,,0,,,0
orchestrator/ui/templates/builder.html,frontend,2425,1,,0,,,0
orchestrator/ui/templates/code_review.html,frontend,1313,1,,0,,,0
orchestrator/ui/templates/home.html,frontend,502,1,,0,,,0
orchestrator/ui/templates/mobile_review.html,frontend,1367,1,,0,,,0
orchestrator/ui/templates/new_engagement.html,frontend,1499,1,,0,,,0
orchestrator/ui/templates/run_detail.html,frontend,574,1,,0,,,0
PATCH_NOTES.md,markdown,887,1,,0,,,0
policies/policy.rego,other,339,1,,0,,,0
policies_enabled/pentest_policy.rego,other,113,1,,0,,,0
policies_enabled/policy.rego.txt,other,1399,1,,0,,,0
postman/AI-Testing.postman_collection.json,json,3652,1,,0,True,,0
README.md,markdown,1547,1,,0,,,0
schemas/event.schema.json,json,444,1,,0,True,,0
schemas/finding.schema.json,json,903,1,,0,True,,0
schemas/plan.schema.json,json,1494,1,,0,True,,0
schemas/test-catalog-item.schema.json,json,2109,1,,0,True,,0
scripts/__init__.py,python,73,1,True,0,,,0
scripts/add_missing_inits.py,python,4424,1,True,0,,,0
scripts/agent_aws_up.sh,other,739,1,,0,,,0
scripts/agent_msf_up.sh,other,988,1,,0,,,0
scripts/ci_migrate.sh,other,3404,1,,0,,,0
scripts/ci_stack.sh,other,6336,1,,0,,,0
scripts/cleanup_safe.sh,other,2571,1,,0,,,0
scripts/enable_enhanced_features.sh,other,13300,1,,0,,,0
scripts/fix_catalog_script.sh,other,9251,1,,0,,,0
scripts/init_project.sh,other,12070,1,,0,,,0
scripts/manage.sh,other,723,1,,0,,,0
scripts/setup_llm_pentest.sh,other,14114,1,,0,,,0
scripts/smoke_enhanced.sh,other,1073,1,,0,,,0
SUMMARY.md,markdown,1144,1,,0,,,0
templates/gitignore.append.txt,other,1623,1,,0,,,0
ui/Dockerfile,config,294,1,,0,,,0
ui/index.html,frontend,309,1,,0,,,0
ui/package.json,json,434,1,,0,True,,0
ui/src/api.ts,frontend,4290,1,,1,,,0
ui/src/App.tsx,frontend,14724,1,,1,,,0
ui/src/main.tsx,frontend,212,1,,0,,,0
ui/src/pages/App.tsx,frontend,10160,1,,1,,,0
ui/src/styles.css,frontend,1650,1,,0,,,0
ui/tsconfig.json,json,368,1,,0,True,,0
ui/tsconfig.node.json,json,187,1,,0,True,,0
ui/vite.config.ts,frontend,209,1,,0,,,0
verify-platform.py,python,15681,1,True,1,,,0
